"","Population.Code","Region.Country.Area","Year","Series","Value","Footnotes","Source"
"1598",604,"Peru",2020,"Current health expenditure (% of GDP)",6.3,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1599",604,"Peru",2005,"Domestic general government health expenditure (% of total government expenditure)",12.6,"Data based on calendar year (January 1 to December 31).;Country is still reporting data based on SHA 1.0.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1600",604,"Peru",2010,"Domestic general government health expenditure (% of total government expenditure)",11.7,"Data based on calendar year (January 1 to December 31).;Country is still reporting data based on SHA 1.0.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1601",604,"Peru",2015,"Domestic general government health expenditure (% of total government expenditure)",13.5,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1602",604,"Peru",2018,"Domestic general government health expenditure (% of total government expenditure)",14.9,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1603",604,"Peru",2019,"Domestic general government health expenditure (% of total government expenditure)",15.4,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1604",604,"Peru",2020,"Domestic general government health expenditure (% of total government expenditure)",16.3,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1605",608,"Philippines",2005,"Current health expenditure (% of GDP)",3.7,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1606",608,"Philippines",2010,"Current health expenditure (% of GDP)",4.1,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1607",608,"Philippines",2015,"Current health expenditure (% of GDP)",3.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1608",608,"Philippines",2018,"Current health expenditure (% of GDP)",4,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1609",608,"Philippines",2019,"Current health expenditure (% of GDP)",4.2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1610",608,"Philippines",2020,"Current health expenditure (% of GDP)",5.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1611",608,"Philippines",2005,"Domestic general government health expenditure (% of total government expenditure)",6.6,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1612",608,"Philippines",2010,"Domestic general government health expenditure (% of total government expenditure)",7.2,"Data revision.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1613",608,"Philippines",2015,"Domestic general government health expenditure (% of total government expenditure)",8.2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1614",608,"Philippines",2018,"Domestic general government health expenditure (% of total government expenditure)",7.4,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1615",608,"Philippines",2019,"Domestic general government health expenditure (% of total government expenditure)",7.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1616",608,"Philippines",2020,"Domestic general government health expenditure (% of total government expenditure)",8.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1617",616,"Poland",2005,"Current health expenditure (% of GDP)",5.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1618",616,"Poland",2010,"Current health expenditure (% of GDP)",6.4,"Break in the time series.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1619",616,"Poland",2015,"Current health expenditure (% of GDP)",6.4,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1620",616,"Poland",2018,"Current health expenditure (% of GDP)",6.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1621",616,"Poland",2019,"Current health expenditure (% of GDP)",6.4,"Break in the time series.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1622",616,"Poland",2020,"Current health expenditure (% of GDP)",6.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1623",616,"Poland",2005,"Domestic general government health expenditure (% of total government expenditure)",9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1624",616,"Poland",2010,"Domestic general government health expenditure (% of total government expenditure)",10,"Break in the time series.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1625",616,"Poland",2015,"Domestic general government health expenditure (% of total government expenditure)",10.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1626",616,"Poland",2018,"Domestic general government health expenditure (% of total government expenditure)",10.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1627",616,"Poland",2019,"Domestic general government health expenditure (% of total government expenditure)",11,"Break in the time series.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1628",616,"Poland",2020,"Domestic general government health expenditure (% of total government expenditure)",9.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1629",620,"Portugal",2005,"Current health expenditure (% of GDP)",9.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1630",620,"Portugal",2010,"Current health expenditure (% of GDP)",10,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1631",620,"Portugal",2015,"Current health expenditure (% of GDP)",9.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1632",620,"Portugal",2018,"Current health expenditure (% of GDP)",9.4,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1633",620,"Portugal",2019,"Current health expenditure (% of GDP)",9.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1634",620,"Portugal",2020,"Current health expenditure (% of GDP)",10.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1635",620,"Portugal",2005,"Domestic general government health expenditure (% of total government expenditure)",14.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1636",620,"Portugal",2010,"Domestic general government health expenditure (% of total government expenditure)",12.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1637",620,"Portugal",2015,"Domestic general government health expenditure (% of total government expenditure)",11.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1638",620,"Portugal",2018,"Domestic general government health expenditure (% of total government expenditure)",13.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1639",620,"Portugal",2019,"Domestic general government health expenditure (% of total government expenditure)",13.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1640",620,"Portugal",2020,"Domestic general government health expenditure (% of total government expenditure)",13.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1641",634,"Qatar",2005,"Current health expenditure (% of GDP)",2.6,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1642",634,"Qatar",2010,"Current health expenditure (% of GDP)",1.9,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1643",634,"Qatar",2015,"Current health expenditure (% of GDP)",3.7,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1644",634,"Qatar",2018,"Current health expenditure (% of GDP)",3.3,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1645",634,"Qatar",2019,"Current health expenditure (% of GDP)",3.5,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1646",634,"Qatar",2020,"Current health expenditure (% of GDP)",4.2,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1647",634,"Qatar",2005,"Domestic general government health expenditure (% of total government expenditure)",6.6,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1648",634,"Qatar",2010,"Domestic general government health expenditure (% of total government expenditure)",4.1,"Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1649",634,"Qatar",2015,"Domestic general government health expenditure (% of total government expenditure)",8.3,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1650",634,"Qatar",2018,"Domestic general government health expenditure (% of total government expenditure)",8.7,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1651",634,"Qatar",2019,"Domestic general government health expenditure (% of total government expenditure)",8.4,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1652",634,"Qatar",2020,"Domestic general government health expenditure (% of total government expenditure)",9.5,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1653",410,"Republic of Korea",2005,"Current health expenditure (% of GDP)",4.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1654",410,"Republic of Korea",2010,"Current health expenditure (% of GDP)",5.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1655",410,"Republic of Korea",2015,"Current health expenditure (% of GDP)",6.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1656",410,"Republic of Korea",2018,"Current health expenditure (% of GDP)",7.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1657",410,"Republic of Korea",2019,"Current health expenditure (% of GDP)",8.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1658",410,"Republic of Korea",2020,"Current health expenditure (% of GDP)",8.4,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1659",410,"Republic of Korea",2005,"Domestic general government health expenditure (% of total government expenditure)",9.4,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1660",410,"Republic of Korea",2010,"Domestic general government health expenditure (% of total government expenditure)",11.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1661",410,"Republic of Korea",2015,"Domestic general government health expenditure (% of total government expenditure)",12.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1662",410,"Republic of Korea",2018,"Domestic general government health expenditure (% of total government expenditure)",14.2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1663",410,"Republic of Korea",2019,"Domestic general government health expenditure (% of total government expenditure)",14.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1664",410,"Republic of Korea",2020,"Domestic general government health expenditure (% of total government expenditure)",13.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1665",498,"Republic of Moldova",2005,"Current health expenditure (% of GDP)",9.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1666",498,"Republic of Moldova",2010,"Current health expenditure (% of GDP)",10.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1667",498,"Republic of Moldova",2015,"Current health expenditure (% of GDP)",8.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1668",498,"Republic of Moldova",2018,"Current health expenditure (% of GDP)",6.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1669",498,"Republic of Moldova",2019,"Current health expenditure (% of GDP)",6.4,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1670",498,"Republic of Moldova",2020,"Current health expenditure (% of GDP)",6.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1671",498,"Republic of Moldova",2005,"Domestic general government health expenditure (% of total government expenditure)",13.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1672",498,"Republic of Moldova",2010,"Domestic general government health expenditure (% of total government expenditure)",13.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1673",498,"Republic of Moldova",2015,"Domestic general government health expenditure (% of total government expenditure)",12.2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1674",498,"Republic of Moldova",2018,"Domestic general government health expenditure (% of total government expenditure)",12,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1675",498,"Republic of Moldova",2019,"Domestic general government health expenditure (% of total government expenditure)",12.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1676",498,"Republic of Moldova",2020,"Domestic general government health expenditure (% of total government expenditure)",12.4,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1677",642,"Romania",2005,"Current health expenditure (% of GDP)",5.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1678",642,"Romania",2010,"Current health expenditure (% of GDP)",5.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1679",642,"Romania",2015,"Current health expenditure (% of GDP)",4.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1680",642,"Romania",2018,"Current health expenditure (% of GDP)",5.6,"Beginning with 2016, the legislative norms in the insurance field changed in order to comply with Solvency II EU Directive. As a result, the data reported by health services and providers showed a increase in insurance benefits sum.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1681",642,"Romania",2019,"Current health expenditure (% of GDP)",5.7,"Beginning with 2016, the legislative norms in the insurance field changed in order to comply with Solvency II EU Directive. As a result, the data reported by health services and providers showed a increase in insurance benefits sum.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1682",642,"Romania",2020,"Current health expenditure (% of GDP)",6.3,"Beginning with 2016, the legislative norms in the insurance field changed in order to comply with Solvency II EU Directive. As a result, the data reported by health services and providers showed a increase in insurance benefits sum.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1683",642,"Romania",2005,"Domestic general government health expenditure (% of total government expenditure)",13.2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1684",642,"Romania",2010,"Domestic general government health expenditure (% of total government expenditure)",11.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1685",642,"Romania",2015,"Domestic general government health expenditure (% of total government expenditure)",10.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1686",642,"Romania",2018,"Domestic general government health expenditure (% of total government expenditure)",12.7,"Beginning with 2016, the legislative norms in the insurance field changed in order to comply with Solvency II EU Directive. As a result, the data reported by health services and providers showed a increase in insurance benefits sum.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1687",642,"Romania",2019,"Domestic general government health expenditure (% of total government expenditure)",12.7,"Beginning with 2016, the legislative norms in the insurance field changed in order to comply with Solvency II EU Directive. As a result, the data reported by health services and providers showed a increase in insurance benefits sum.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1688",642,"Romania",2020,"Domestic general government health expenditure (% of total government expenditure)",12,"Beginning with 2016, the legislative norms in the insurance field changed in order to comply with Solvency II EU Directive. As a result, the data reported by health services and providers showed a increase in insurance benefits sum.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1689",643,"Russian Federation",2005,"Current health expenditure (% of GDP)",4.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1690",643,"Russian Federation",2010,"Current health expenditure (% of GDP)",5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1691",643,"Russian Federation",2015,"Current health expenditure (% of GDP)",5.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1692",643,"Russian Federation",2018,"Current health expenditure (% of GDP)",5.4,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1693",643,"Russian Federation",2019,"Current health expenditure (% of GDP)",5.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1694",643,"Russian Federation",2020,"Current health expenditure (% of GDP)",7.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1695",643,"Russian Federation",2005,"Domestic general government health expenditure (% of total government expenditure)",9.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1696",643,"Russian Federation",2010,"Domestic general government health expenditure (% of total government expenditure)",8.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1697",643,"Russian Federation",2015,"Domestic general government health expenditure (% of total government expenditure)",8.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1698",643,"Russian Federation",2018,"Domestic general government health expenditure (% of total government expenditure)",9.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1699",643,"Russian Federation",2019,"Domestic general government health expenditure (% of total government expenditure)",10.2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1700",643,"Russian Federation",2020,"Domestic general government health expenditure (% of total government expenditure)",13.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1701",646,"Rwanda",2005,"Current health expenditure (% of GDP)",7.7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1702",646,"Rwanda",2010,"Current health expenditure (% of GDP)",8.1,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1703",646,"Rwanda",2015,"Current health expenditure (% of GDP)",6.7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1704",646,"Rwanda",2018,"Current health expenditure (% of GDP)",6.7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1705",646,"Rwanda",2019,"Current health expenditure (% of GDP)",6.3,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1706",646,"Rwanda",2020,"Current health expenditure (% of GDP)",7.3,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1707",646,"Rwanda",2005,"Domestic general government health expenditure (% of total government expenditure)",8.1,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1708",646,"Rwanda",2010,"Domestic general government health expenditure (% of total government expenditure)",8.6,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1709",646,"Rwanda",2015,"Domestic general government health expenditure (% of total government expenditure)",7.9,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1710",646,"Rwanda",2018,"Domestic general government health expenditure (% of total government expenditure)",8.9,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1711",646,"Rwanda",2019,"Domestic general government health expenditure (% of total government expenditure)",8.9,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1712",646,"Rwanda",2020,"Domestic general government health expenditure (% of total government expenditure)",8.9,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1713",659,"Saint Kitts and Nevis",2005,"Current health expenditure (% of GDP)",4.7,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1714",659,"Saint Kitts and Nevis",2010,"Current health expenditure (% of GDP)",5.2,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1715",659,"Saint Kitts and Nevis",2015,"Current health expenditure (% of GDP)",5.1,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1716",659,"Saint Kitts and Nevis",2018,"Current health expenditure (% of GDP)",4.9,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1717",659,"Saint Kitts and Nevis",2019,"Current health expenditure (% of GDP)",4.9,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1718",659,"Saint Kitts and Nevis",2020,"Current health expenditure (% of GDP)",5.4,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1719",659,"Saint Kitts and Nevis",2005,"Domestic general government health expenditure (% of total government expenditure)",6.4,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1720",659,"Saint Kitts and Nevis",2010,"Domestic general government health expenditure (% of total government expenditure)",5.9,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1721",659,"Saint Kitts and Nevis",2015,"Domestic general government health expenditure (% of total government expenditure)",6.6,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1722",659,"Saint Kitts and Nevis",2018,"Domestic general government health expenditure (% of total government expenditure)",6.3,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1723",659,"Saint Kitts and Nevis",2019,"Domestic general government health expenditure (% of total government expenditure)",6.7,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1724",659,"Saint Kitts and Nevis",2020,"Domestic general government health expenditure (% of total government expenditure)",8,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1725",662,"Saint Lucia",2005,"Current health expenditure (% of GDP)",4.9,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1726",662,"Saint Lucia",2010,"Current health expenditure (% of GDP)",5,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1727",662,"Saint Lucia",2015,"Current health expenditure (% of GDP)",4.6,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1728",662,"Saint Lucia",2018,"Current health expenditure (% of GDP)",4.4,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1729",662,"Saint Lucia",2019,"Current health expenditure (% of GDP)",4.3,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1730",662,"Saint Lucia",2020,"Current health expenditure (% of GDP)",6.7,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1731",662,"Saint Lucia",2005,"Domestic general government health expenditure (% of total government expenditure)",6.2,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1732",662,"Saint Lucia",2010,"Domestic general government health expenditure (% of total government expenditure)",7,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1733",662,"Saint Lucia",2015,"Domestic general government health expenditure (% of total government expenditure)",8.4,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1734",662,"Saint Lucia",2018,"Domestic general government health expenditure (% of total government expenditure)",8.5,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1735",662,"Saint Lucia",2019,"Domestic general government health expenditure (% of total government expenditure)",8.3,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1736",662,"Saint Lucia",2020,"Domestic general government health expenditure (% of total government expenditure)",8.7,"Data revision.;Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1737",670,"Saint Vincent & Grenadines",2005,"Current health expenditure (% of GDP)",3.8,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1738",670,"Saint Vincent & Grenadines",2010,"Current health expenditure (% of GDP)",4.3,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1739",670,"Saint Vincent & Grenadines",2015,"Current health expenditure (% of GDP)",4.1,"Data revision.;Data based on calendar year (January 1 to December 31).;Estimates should be viewed with caution as these are derived from scarce data.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
